id;name;host_id;host_name;neighbourhood;latitude;longitude;room_type;price;minimum_nights;number_of_reviews;last_review;reviews_per_month;calculated_host_listings_count;availability_365;number_of_reviews_ltm
1.22003E+18;Suite Platinum XL 310;122811538;Queen Prague;Praha 2;50,071733;14,440549;Entire home/apt;4109;1;34;06/04/2025;3,32;53;30;34
1.2201E+18;ModernÌ byt v centru Prahy;595303260;Vw DÌly;Praha 2;50,066977;14,435951;Entire home/apt;1080;1;16;10/06/2025;1,87;1;297;16
1.22015E+18;Lion Deluxe Suite;96662501;Dmitrij;Praha 2;50,077804;14,438479;Entire home/apt;6279;1;4;08/12/2024;0,47;14;136;4
1.22034E+18;Apartment in Garden Towers;50092873;Kate?ina;Praha 3;50,082875;14,467133;Entire home/apt;1826;2;20;10/06/2025;2;1;172;20
1.22037E+18;Spacious Elegance: A Central Gem;11370310;Ji?Ì;Praha 1;50,085616;14,429449;Entire home/apt;3400;2;5;01/06/2025;0,5;2;300;5
1.22085E+18;Comfortable Stylish 2 Bedrooms Apt in Prague1-V8;166199039;Daniela;Praha 2;50,076134;14,425874;Entire home/apt;2176;1;42;09/06/2025;4,14;21;51;42
1.22089E+18;Sunny & Quiet studio in peaceful hood,metro access;82459266;Zeb;Praha 3;50,078414;14,455664;Entire home/apt;1659;2;13;06/06/2025;1,36;35;194;13
1.22095E+18;Lion Deluxe Suite;278201813;Dmitrijs;Praha 2;50,078349;14,43608;Entire home/apt;5966;1;0;NA;0;15;136;0
1.22122E+18;Cute designer little home near Castle! Backyard!;10680564;Tereza & Friends;Praha 6;50,100772;14,389263;Entire home/apt;1480;1;30;28/05/2025;3,21;66;83;30
1.22162E+18;Free Parking -Modern apartment by Wenceslas Square;246823842;Olinn;Praha 2;50,077898;14,431694;Entire home/apt;3021;2;26;26/05/2025;2,74;54;120;26
1.22184E+18;Summer FREE parking & Apartment With Grand Terrace;283682815;Gabriela;Praha 2;50,071733;14,440549;Entire home/apt;2495;1;49;19/06/2025;4,79;1;251;49
1.22217E+18;Happy Home - vybaven˝ d?m 2kk v Praze;595874106;Jana;Dub;50,060285;14,59696;Entire home/apt;2610;1;15;04/05/2025;1,64;1;21;15
1.22225E+18;3BDR apt. w/2 Bathrooms ï Small Balcony ï 90sqm;65760645;Prague Days;Praha 1;50,079209;14,423107;Entire home/apt;5288;1;30;09/06/2025;3,14;50;161;30
1.22225E+18;Stylish & Modern Apt. w/Workspace ï Quiet Location;92781139;Prague Days;Praha 6;50,09722;14,39898;Entire home/apt;2998;1;20;05/06/2025;2;44;152;20
1.22226E+18;Charming 1BDR apt. In the Old Town w/ Workspace;1140084;Prague Days;Praha 1;50,091204;14,421182;Entire home/apt;4113;1;36;19/06/2025;3,71;44;176;36
1.22228E+18;Spacious Superior Studio;154542972;Jan;Praha 6;50,084792;14,376125;Entire home/apt;;1;5;24/11/2024;0,49;9;355;5
1.22228E+18;Cozy Double room;154542972;Jan;Praha 6;50,084792;14,376125;Entire home/apt;2739;1;18;08/06/2025;1,88;9;362;18
1.2223E+18;Spacious One Bedroom Apartment;154542972;Jan;Praha 6;50,084792;14,376125;Entire home/apt;4079;1;2;03/05/2025;0,48;9;340;2
1.2223E+18;Large Two Bedroom Apartment;154542972;Jan;Praha 6;50,084792;14,376125;Entire home/apt;5418;1;2;27/04/2025;0,61;9;351;2
1.22235E+18;Spacious One Bedroom Apartment with Balcony;169479007;Jan;Praha 13;50,045516;14,303968;Entire home/apt;4206;1;1;08/10/2024;0,12;5;226;1
1.22235E+18;Old Town Chamber;475276279;Realty III;Praha 1;50,085391;14,415513;Entire home/apt;4973;1;5;02/05/2025;0,6;14;258;5
1.22236E+18;Superior Studio with Balcony;169479007;Jan;Praha 13;50,045516;14,303968;Entire home/apt;3249;1;3;21/04/2025;0,33;5;218;3
1.22237E+18;Premier 4BDR Celebration Suite;227945;Alex And Kate;Praha 2;50,07693;14,43056;Entire home/apt;6511;2;51;15/06/2025;5,07;97;66;51
1.22242E+18;King Studio in the city centre;522913916;Jan;Praha 2;50,077788;14,432325;Entire home/apt;3473;1;3;10/06/2025;0,41;7;219;3
1.22243E+18;Cosy One Bedroom Apartment with Balcony;245947043;Jan;Praha 2;50,075878;14,430816;Entire home/apt;3026;1;0;NA;0;12;301;0
1.22243E+18;Family One Bedroom Balcony Ap.;245947043;Jan;Praha 2;50,075878;14,430816;Entire home/apt;4557;1;0;NA;0;12;302;0
1.22244E+18;Modern One Bedroom Apartment in the center;245947043;Jan;Praha 2;50,075878;14,430816;Entire home/apt;3217;1;5;15/06/2025;0,65;12;302;5
1.22245E+18;Penthouse Ap. with A/C & terrace;245947043;Jan;Praha 2;50,075878;14,430816;Entire home/apt;4972;1;2;01/06/2025;0,21;12;299;2
1.22246E+18;Spacious One-bedroom apartment with Balcony;522913916;Jan;Praha 2;50,077788;14,432325;Entire home/apt;;1;5;11/05/2025;0,49;7;226;5
1.22253E+18;Amber - Chic Suite with Terrace & City View;388165259;Renat;Praha 2;50,07298;14,44077;Entire home/apt;2944;1;14;11/06/2025;1,37;8;50;14
1.22254E+18;Klidn˝ a stylov˝ apartm·n u V·clavskÈho n·m?stÌ;427202048;Nikola;Praha 2;50,07739;14,43343;Entire home/apt;2061;1;36;06/06/2025;3,78;12;171;36
1.22257E+18;Original apartment with terrace for 2 - 4 guests;90401972;Romana;Praha 10;50,07292;14,44997;Entire home/apt;1561;1;54;04/06/2025;5,28;30;115;54
1.22292E+18;Sunny apartment with terrace for 2 - 4 guests;90401972;Romana;Praha 10;50,07117;14,45188;Entire home/apt;2375;2;48;25/05/2025;4,69;30;124;48
1.22298E+18;Women Only / Cozy room in a quiet area of Prague 9;135488288;Viera;Čakovice;50,1582;14,517776;Private room;686;2;29;17/06/2025;3,54;1;53;29
1.22313E+18;Top notch TV tower view;147035;Michaela;Praha 3;50,0802;14,44813;Entire home/apt;2300;1;4;08/06/2025;0,7;4;191;4
1.22326E+18;Bedroom with Terrace Access & Garden View;20279105;Sem;Praha 2;50,073233;14,432377;Private room;1704;2;4;15/06/2025;0,39;2;74;4
1.22368E+18;Retro Retreat: Steps from Vyöehrad castle!CENTRE!;10680564;Tereza & Friends;Praha 4;50,05992;14,431937;Entire home/apt;1480;1;28;02/06/2025;2,93;66;76;28
1.22378E+18;Cozy flat with balcony - heart of the Old Town;5297514;Wishlist Prague Residences;Praha 1;50,081654;14,413867;Entire home/apt;;1;2;28/08/2024;0,2;46;0;2
1.22378E+18;Ubytov·nÌ v redakci ?asopisu;576602962;Eva;Praha 3;50,084687;14,452772;Private room;1028;3;15;09/06/2025;1,61;1;301;15
1.22379E+18;Main Square Quite Air Conditioned Apartment;227945;Alex And Kate;Praha 1;50,07896;14,42451;Entire home/apt;3654;2;46;01/06/2025;4,48;97;51;46
1.22379E+18;House near city center 06+ Free parking;380721639;Nicola;Praha 11;50,036106;14,501419;Private room;1222;2;34;10/06/2025;3,32;5;231;34
1.22383E+18;House near city center 07+ Free parking;380721639;Nicola;Praha 11;50,036034;14,501142;Private room;1158;2;32;20/06/2025;3,13;5;224;32
1.22383E+18;House near city center 08 + Free parking;380721639;Nicola;Praha 11;50,036034;14,501142;Private room;1286;2;27;24/05/2025;2,64;5;231;27
1.22388E+18;Star˝ Chodov by Interhome;163379716;Jana - Interhome Group;Praha 11;50,035157;14,507904;Entire home/apt;7567;1;9;12/06/2025;1,05;21;252;9
1.22388E+18;DG-Wohnung Prag 3;24000360;Ivan;Praha 3;50,090762;14,472189;Entire home/apt;3062;2;8;09/06/2025;0,93;1;175;8
1.2239E+18;Spacious cosy room in éiûkov;196658738;Ines;Praha 3;50,086219;14,455258;Private room;838;1;62;11/06/2025;6,06;25;84;62
1.22444E+18;Fully equipped house near centre Prague;380721639;Nicola;Praha 11;50,036018;14,501432;Entire home/apt;2958;1;29;18/06/2025;3,37;5;54;29
1.22467E+18;Cinema Apartment  Pool Table & Foosball - Downtown;562390419;Yevhen;Praha 2;50,077132;14,443549;Entire home/apt;6810;1;22;28/05/2025;2,21;6;115;22
1.22484E+18;New attic apartment,  AC, no elevator;596613399;äimon;Praha 4;50,06439;14,43032;Entire home/apt;1403;1;38;12/06/2025;3,89;1;177;38
1.22513E+18;Crimson Charm;460963099;Elvin;Praha 8;50,098269;14,471527;Entire home/apt;2752;1;12;12/05/2025;1,41;4;319;12
1.22528E+18;Hotel Sanssouci;596707433;Martin;Praha 4;50,044612;14,415627;Private room;1822;1;8;13/04/2025;0,82;1;361;8
1.2259E+18;New Studio in Prague Centre (Ryb24H);5463516;Zuzana & Seven Keys Team;Praha 1;50,08918;14,425594;Entire home/apt;1293;1;37;18/06/2025;4,44;77;81;37
1.2259E+18;City Center Room! Perfect Location! [Z7E];550803792;Excellent Location;Praha 1;50,090214;14,432634;Private room;944;1;11;01/06/2025;1,16;5;32;11
1.22601E+18;éiûkov Bedroom: Near Center;196658738;Ines;Praha 3;50,086219;14,455258;Private room;750;1;56;12/06/2025;5,56;25;58;56
1.22605E+18;Granite - Cozy City Center Apartment with Balcony;388165259;Renat;Praha 2;50,072768;14,440288;Entire home/apt;3127;1;23;15/05/2025;2,32;8;15;23
1.22607E+18;Azure - Cozy City Center Apartment with Balcony;388165259;Renat;Praha 2;50,072566;14,441678;Entire home/apt;2587;1;20;27/04/2025;2,01;8;27;20
1.22617E+18;Symphony No. 501 - MyMozart;596943581;Michal;Praha 5;50,072147;14,397298;Entire home/apt;2362;1;39;06/06/2025;4,98;1;266;39
1.22657E+18;Apartm·n Alfa 1;597041771;Ji?Ì;Praha 14;50,106303;14,530118;Entire home/apt;3150;2;11;10/06/2025;1,25;1;168;11
1.22663E+18;Apartment Steps from Palladium: id (53);110579688;Alex;Praha 1;50,090518;14,432297;Entire home/apt;3499;1;1;09/05/2025;0,7;11;240;1
1.22663E+18;City Living at Navr·tilova 9 : id (17);110579688;Alex;Praha 1;50,078675;14,423002;Entire home/apt;1812;1;11;09/06/2025;2,24;11;208;11
1.22664E+18;Navr·tilova 9: Comfortable 2BDR Apartment: id (18);110579688;Alex;Praha 1;50,078675;14,423002;Entire home/apt;2335;1;18;04/06/2025;3,58;11;260;18
1.22665E+18;Mansarde 2BDR with 2 bathrooms id: (06);110579688;Alex;Praha 1;50,079031;14,416095;Entire home/apt;2307;1;4;06/06/2025;3,24;11;241;4
1.22665E+18;Havelsk· Street: Your Gateway to Old Town: id (02);110579688;Alex;Praha 1;50,085442;14,421582;Entire home/apt;2753;1;1;01/03/2025;0,27;11;205;1
1.22667E+18;Prague APT11 near Charles Bridge by Michal&Friends;52431987;Michal & Friends;Praha 5;50,080669;14,40462;Entire home/apt;;1;30;08/06/2025;3,37;81;141;30
1.2267E+18;APT 6 in heart center of Prague by Michal&Friends;40860794;Jake;Praha 1;50,08937;14,42227;Entire home/apt;1679;1;19;13/06/2025;2,56;20;338;19
1.22677E+18;Blueground | Prague 10, nr park & foodie area;582618916;Vladimir;Praha 10;50,068632;14,450869;Entire home/apt;2732;30;4;31/05/2025;0,37;46;269;4
1.22677E+18;Hotel LEON - t?Ìl?ûkov˝ pokoj s vlastnÌ koupelnou;586065068;Jan;Praha 7;50,10641;14,44917;Private room;2474;1;4;16/04/2025;0,54;6;340;4
1.22677E+18;Blueground | Vröovice, furnished, dining area;582618916;Vladimir;Praha 10;50,068632;14,450869;Entire home/apt;3495;30;2;30/08/2024;0,19;46;279;2
1.22746E+18;Beautiful double-bedroom in Prague;380471389;Jakub;Praha 4;50,06024;14,444908;Private room;638;30;0;NA;0;92;33;0
1.22747E+18;Nice and sunny room in Prague;380471389;Jakub;Praha 4;50,06014;14,44674;Private room;;30;0;NA;0;92;10;0
1.22757E+18;Billiard and Soccer Games / Netflix Apartment;597317563;Jevhen;Praha 2;50,076384;14,44428;Entire home/apt;6470;2;5;04/05/2025;0,61;1;115;5
1.22762E+18;Pearl apartment in Prague 1;544742704;Bahruz;Praha 1;50,08337;14,43183;Entire home/apt;1575;2;44;16/06/2025;4,98;4;256;44
1.22767E+18;Castle;204971732;Petra;Praha 6;50,087336;14,38258;Private room;2250;1;9;08/12/2024;1,04;1;292;9
1.22799E+18;Cozy room in the city center! [SB];563247522;Musa;Praha 2;50,0737;14,42904;Private room;859;1;48;06/06/2025;5,11;7;28;48
1.22812E+18;Family-Friendly Prague 5 Stay;147616653;Natasha Nga;Praha 5;50,05112;14,36226;Entire home/apt;1800;2;29;30/05/2025;2,94;1;45;29
1.22816E+18;Charming appartment in Lesser Town;60454886;SlavomÌra;Praha 1;50,087746;14,405043;Entire home/apt;;3;11;17/06/2025;1,43;1;0;11
1.22837E+18;Prague Star Apartment 2;289857915;Phuong Thao;Praha 8;50,10052;14,47124;Entire home/apt;2421;2;6;22/04/2025;0,65;1;257;6
1.22838E+18;1BDR apt w/ Terrace ï Garage ï Great City Access;65760645;Prague Days;Praha 5;50,072462;14,386867;Entire home/apt;2164;1;19;14/06/2025;2,19;50;75;19
1.22849E+18;Cozy 3-BRD riverside apartment in center Prague;563640400;Martin;Praha 5;50,073302;14,407396;Entire home/apt;2045;2;42;15/06/2025;4,34;1;326;42
1.22872E+18;Glamour Premium 5BR, 5BA, AC, Balcony (Old Town);9345552;Romana;Praha 1;50,091068;14,41799;Entire home/apt;14012;1;12;28/05/2025;1,44;44;236;12
1.22876E+18;Welcoming Home Apartment;597138912;Welcoming Home;Praha 1;50,089158;14,425882;Entire home/apt;2680;1;11;08/06/2025;1,15;1;359;11
1.22878E+18;1.Samostatn˝ pokoj v rodinnÈm dom?;597624231;Roman;Praha 10;50,073722;14,489178;Entire home/apt;1562;1;15;01/06/2025;1,91;2;307;15
1.22884E+18;Elegant Central Home w/ Balcony!;597635935;Pavel;Praha 1;50,084144;14,430866;Entire home/apt;1704;1;16;26/05/2025;1,83;6;92;16
1.22889E+18;Cozy Family Apartment, Pankrac business hub, metro;517471791;Waseem;Praha 4;50,048743;14,434954;Entire home/apt;;2;21;01/05/2025;2,19;16;156;21
1.22893E+18;Hotel LEON- jednol?ûkov˝ pokoj s vlastnÌ koupelnou;586065068;Jan;Praha 7;50,10728;14,449907;Private room;1821;1;5;12/03/2025;0,56;6;345;5
1.22898E+18;Tiny éiûkov Spot, Near Center;196658738;Ines;Praha 3;50,086219;14,455258;Private room;678;1;46;03/06/2025;4,62;25;36;46
1.22898E+18;Free parking-close to OLD TOWN&mall Bus to airport;80704998;Hoan;Praha 5;50,07146;14,38444;Entire home/apt;3209;2;52;16/06/2025;5,23;2;251;52
1.22902E+18;Central Heaven for 2 people, AC!;597635935;Pavel;Praha 1;50,084144;14,430866;Entire home/apt;1775;1;18;03/06/2025;2,27;6;84;18
1.22904E+18;Experience Prague in a Localís Apartment - L8;166199039;Daniela;Praha 2;50,071537;14,43146;Entire home/apt;2928;1;41;04/06/2025;4,11;21;153;41
1.22906E+18;Lovely home for 2in THE City!AC!;597635935;Pavel;Praha 1;50,084144;14,430866;Entire home/apt;1742;1;17;26/05/2025;2,15;6;96;17
1.22908E+18;Modern home for4,City Center!AC!;597635935;Pavel;Praha 1;50,084144;14,430866;Entire home/apt;1658;1;29;01/06/2025;3,57;6;83;29
1.2291E+18;Twin Airbnb in Central Prague!AC;597635935;Pavel;Praha 1;50,084144;14,430866;Entire home/apt;1731;1;17;01/06/2025;2,06;6;98;17
1.22913E+18;Comfy Central apartment for4!AC!;597635935;Pavel;Praha 1;50,084144;14,430866;Entire home/apt;1757;1;14;02/06/2025;1,83;6;114;14
1.22916E+18;New Sunny Rooftop Apt w/terrace (Vla);5463516;Zuzana & Seven Keys Team;Praha 1;50,08104;14,42239;Entire home/apt;1418;1;33;12/06/2025;3,64;77;55;33
1.22946E+18;Lovely APT in Prague 3 - Flora by Michal&Friends;52431987;Michal & Friends;Praha 3;50,07751;14,4648;Entire home/apt;6584;1;18;08/06/2025;1,94;81;235;18
1.22947E+18;Kampa Park central Prague Apartment;246823842;Olinn;Praha 1;50,081778;14,407086;Entire home/apt;1503;2;16;18/06/2025;2,12;54;127;16
1.22983E+18;Slunn˝ byt s terasou v blÌzkosti O2 Areny;227085689;Vladislav;Praha 8;50,114886;14,486781;Entire home/apt;2250;1;7;06/05/2025;1,07;2;255;7
1.23018E+18;Nice one bedroom apartment;224686588;Jozef;Praha 3;50,08544;14,45042;Entire home/apt;1440;1;3;24/03/2025;0,53;2;111;3
1.23058E+18;New & cozy apartment;18566781;Jana;Praha 3;50,08933;14,44945;Entire home/apt;1532;2;29;31/05/2025;3,21;1;160;29
1.23088E+18;Prague Old Jewish Quarter Comfy Home 2BDR 2,5BATH;3529680;Ond?ej;Praha 1;50,090578;14,417784;Entire home/apt;3659;1;34;12/06/2025;4,38;19;169;34
1.23103E+18;Big flat in the center of Prague;414345896;Vladislav;Praha 2;50,075163;14,441687;Entire home/apt;2538;2;59;04/06/2025;6,04;18;33;59
1.23126E+18;Unterkunft Prag-traumhafte Lage;586640672;Ulla;Praha 7;50,106617;14,435836;Private room;2675;1;0;NA;0;1;87;0
1.23162E+18;Apartm·n Na HlubokÈ v Praze;213797691;Denisa;Praha 3;50,091502;14,469937;Entire home/apt;1912;2;9;27/12/2024;1,08;1;131;9
1.23164E+18;Nebesk˝ apartm·n;62261368;Ivana;Praha 3;50,084897;14,447594;Entire home/apt;2540;2;30;14/06/2025;3,38;2;281;30
1.23165E+18;MIA Cozy Apt with Prague Castle View, Parking, A/C;78765288;EasyBNB Premium;Praha 1;50,089235;14,425831;Entire home/apt;4987;2;2;14/06/2025;0,21;51;164;2
1.23169E+18;Flat with terrace  in Prague's the City Center;502103451;Tatiana;Praha 2;50,07578;14,42454;Entire home/apt;2295;3;34;17/06/2025;3,55;6;184;34
1.2318E+18;3BR in Old Town! Tram to Prague Castle! Historical;274831285;Adam;Praha 1;50,082003;14,418417;Entire home/apt;4066;1;62;06/06/2025;6,35;5;109;62
1.23183E+18;Prague Bay;22608410;Alexandr;Praha 8;50,104728;14,463392;Entire home/apt;3450;1;4;07/05/2025;0,42;10;243;4
1.23202E+18;New Town Cozy Studio (3);593465896;Hana;Praha 2;50,0757;14,42794;Entire home/apt;1955;1;81;20/06/2025;8,44;7;94;81
1.23204E+18;Amazing and Sunny Apt Old Town (Jil10);5463516;Zuzana & Seven Keys Team;Praha 1;50,0859;14,41805;Entire home/apt;1617;1;39;16/06/2025;4,55;77;53;39
1.23236E+18;Brand new apartment in Letnany;447192411;Anna;Praha 18;50,13712;14,51887;Entire home/apt;6000;5;1;01/10/2024;0,11;2;363;1
1.23241E+18;Astronomical clock suite by Ruterra;227945;Alex And Kate;Praha 1;50,08597;14,42086;Entire home/apt;2857;2;11;15/06/2025;3,67;97;31;11
1.23248E+18;IN hostel Prague 6 Bed Female Dorm;597428086;Roman;Praha 5;50,06264;14,409447;Shared room;530;1;6;30/12/2024;0,61;3;2;6
1.23252E+18;RED modern studio by Ruterra;227945;Alex And Kate;Praha 3;50,086501;14,451264;Entire home/apt;1468;2;17;19/06/2025;2,07;97;72;17
1.23255E+18;Cozy Apartment;114226318;Marco;Praha 1;50,084804;14,420748;Entire home/apt;;2;42;08/06/2025;4,3;3;189;42
1.23268E+18;Design flat superb hype location;35263378;Martina;Praha 7;50,100189;14,421564;Private room;1486;2;10;15/12/2024;1,12;1;178;10
1.23303E+18;IN hostel Prague 10 Bed Mixed Dorm;597428086;Roman;Praha 5;50,06264;14,409447;Shared room;482;1;38;14/06/2025;3,94;3;1;38
1.23309E+18;TurnKey | Antonin Dvorak Studio IX;447742884;TurnKey Apartments;Praha 2;50,077192;14,423454;Entire home/apt;1740;3;43;10/06/2025;4,46;75;133;43
1.2331E+18;TurnKey | Antonin Dvorak Studio X;447742884;TurnKey Apartments;Praha 2;50,077192;14,423454;Entire home/apt;1789;3;40;12/06/2025;4,11;75;138;40
1.23311E+18;Nice Room;158561177;Prague;Praha 1;50,090417;14,418433;Private room;868;87;0;NA;0;37;270;0
1.23313E+18;Perfect Location - Heart Of The Old Town [23];158561177;Prague;Praha 1;50,089953;14,416367;Private room;924;1;67;12/06/2025;7,2;37;35;67
1.23317E+18;Perfect Location - Heart Of The Old Town [22];158561177;Prague;Praha 1;50,09204;14,416808;Private room;924;1;62;03/06/2025;6,69;37;34;62
1.23398E+18;éiûkov cozy little apartment;246823842;Olinn;Praha 3;50,086215;14,449543;Entire home/apt;1142;2;11;12/06/2025;1,91;54;128;11
1.23405E+18;Cozy Design apartments at Wenceslas Square;445838879;Quang Tung;Praha 1;50,077523;14,429915;Entire home/apt;;1;6;08/05/2025;0,63;27;0;6
1.2344E+18;Large cozy apartment in the center. up to 5 people;482010660;Vladislav;Praha 3;50,08627;14,45077;Entire home/apt;1467;1;34;29/05/2025;3,53;10;43;34
1.23455E+18;Deluxe Apt ∑ Terrace ∑ Work space ∑ Stunning view;65760645;Prague Days;Praha 3;50,081931;14,445523;Entire home/apt;2021;1;15;01/06/2025;1,84;50;175;15
1.23455E+18;Modern˝ byt, balkÛn a parkovanie;599051921;Edita;Praha 3;50,085989;14,453578;Entire home/apt;3434;2;0;NA;0;1;90;0
1.23457E+18;2BDR apt. w/ 2 balconies ï Workspace ï Netflix;65760645;Prague Days;Praha 3;50,077891;14,463017;Entire home/apt;3419;1;23;22/05/2025;2,48;50;154;23
1.23457E+18;1BDR apt. w/ Netflix in a trendy neighborhood;3736234;Prague Days;Praha 3;50,082264;14,454433;Entire home/apt;;1;26;17/06/2025;2,73;52;0;26
1.23464E+18;Comfy 2 Bedrooms Flat/4 persons + Parking.;196658738;Ines;Praha 3;50,086219;14,455258;Entire home/apt;1533;1;66;12/06/2025;6,78;25;62;66
1.23473E+18;Cozy Atmos Apartments;599092944;Vadim;Praha 3;50,08441;14,44935;Entire home/apt;1705;1;25;15/06/2025;2,68;4;164;25
1.23476E+18;Big Business Room  in centre P2;142183013;Prague;Praha 2;50,073868;14,434735;Private room;738;3;11;06/06/2025;1,23;16;207;11
1.23477E+18;Secret studio for 2 in center;142183013;Prague;Praha 2;50,073956;14,436842;Private room;1040;2;0;NA;0;16;66;0
1.23482E+18;Tiny design room in Vinohrady;142183013;Prague;Praha 2;50,073691;14,43484;Private room;634;3;18;05/06/2025;2,01;16;334;18
1.23541E+18;B | Ubytov·nÌ v centru Prahy | City center;273100026;Vladislav;Praha 4;50,06227;14,44906;Entire home/apt;2034;1;12;16/06/2025;2,12;4;168;12
1.23612E+18;Pokoj ve vile s terasami;32027816;Karolina;Praha 4;50,05106;14,4241;Private room;;3;1;22/09/2024;0,11;1;364;1
1.23618E+18;110 sqm -  Loft and garden;10244745;Karolina;Praha 5;50,074591;14,388468;Entire home/apt;3251;6;0;NA;0;2;331;0
1.23624E+18;Apartment in the Heart of Prague;19299795;Alexandra;Praha 2;50,074625;14,430988;Entire home/apt;1475;1;45;19/06/2025;4,84;1;284;45
1.23639E+18;Plaza Lux Class Apartment;122811538;Queen Prague;Praha 5;50,07559;14,40791;Entire home/apt;3653;1;47;06/06/2025;4,93;53;102;47
1.23677E+18;Family and Friends Apartment- City Center, Parking;114360966;Dominik;Praha 2;50,075466;14,431056;Entire home/apt;;2;2;26/01/2025;0,29;8;0;2
1.23678E+18;Japanese Design 3BDR Apartment in a Vibrant Area;227945;Alex And Kate;Praha 3;50,08419;14,44572;Entire home/apt;3513;2;45;11/06/2025;4,95;97;74;45
1.23686E+18;Quaint Prime Apartment;48253119;Daniel;Praha 1;50,088065;14,418689;Entire home/apt;1988;1;79;18/06/2025;8,32;48;347;79
1.23687E+18;Quaint Vivid Studio;48253119;Daniel;Praha 1;50,091173;14,429264;Entire home/apt;1512;1;42;15/06/2025;4,45;48;339;42
1.23693E+18;A cozy attic apartment;502006032;Jan;Praha 5;50,072212;14,387808;Entire home/apt;1728;1;2;30/12/2024;0,24;1;136;2
1.23695E+18;Luxury Riverside Apartment w/ Two Bedrooms;599624978;Eliöka;Praha 4;50,059353;14,420051;Entire home/apt;1994;1;30;06/05/2025;3,26;1;293;30
1.23746E+18;Little Home at Wenceslav square;505531915;Residence Sme?ky;Praha 1;50,078591;14,427031;Entire home/apt;1694;1;3;09/12/2024;0,36;12;37;3
1.23747E+18;TurnKey | Antonin Dvorak Suite;447742884;TurnKey Apartments;Praha 2;50,077192;14,423454;Entire home/apt;3061;3;41;17/06/2025;4,38;75;107;41
1.23754E+18;City Centre Apartment + Parking;544060567;Vendula;Praha 1;50,077644;14,42644;Entire home/apt;6475;2;3;01/06/2025;0,37;3;88;3
1.23754E+18;Elegance Apartments 2;575386758;Ruslanzhan;Praha 8;50,124789;14,451399;Entire home/apt;3060;1;12;18/06/2025;1,53;3;127;12
1.23759E+18;City center private cozy room;567715194;Ilya;Praha 2;50,085137;14,438688;Private room;;1;25;25/05/2025;3,05;4;0;25
1.23762E+18;II. vöude blÌzko;564653708;Petr;Praha 3;50,083011;14,44905;Entire home/apt;2572;2;50;18/06/2025;5,38;3;168;50
1.23763E+18;Studio/Apartment near centre;599805440;Jakub;Praha 7;50,101649;14,428194;Entire home/apt;1061;2;5;20/06/2025;0,69;1;9;5
1.23782E+18;Riverside Palace Apartment 508;526097230;Illya;Praha 2;50,075331;14,416109;Entire home/apt;3538;2;44;18/06/2025;5,26;20;38;44
1.23818E+18;Apartments by Jacob 5;45983200;Eva;Praha 1;50,087845;14,425081;Entire home/apt;4281;1;0;NA;0;3;98;0
1.23843E+18;Charm Apartment Deco near Old Town, All-Friendly;201747898;ät?p·n;Praha 5;50,067024;14,396833;Entire home/apt;1941;2;11;14/06/2025;1,76;1;60;11
1.23852E+18;Cozy Attic Studio 5mins to Centre (Rub9);5463516;Zuzana & Seven Keys Team;Praha 2;50,076868;14,432127;Entire home/apt;926;1;21;16/06/2025;2,44;77;52;21
1.23887E+18;Large Central APT near all metro lines & tram 22;650324221;Amalia;Praha 2;50,074683;14,422274;Entire home/apt;3030;1;36;13/06/2025;3,82;1;136;36
1.23891E+18;Apartment with a garden near the center.;88645223;Zdena;Praha 4;50,046552;14,415422;Entire home/apt;1170;1;40;09/06/2025;4,2;2;304;40
1.23971E+18;Quaint Gardener House Apartment;48253119;Daniel;Praha 1;50,09228;14,433719;Entire home/apt;1493;1;46;13/06/2025;4,88;48;361;46
1.23978E+18;Blue Cozy Apartment;546842862;Thi Nga;Praha 3;50,084897;14,447594;Entire home/apt;2211;2;21;01/06/2025;2,32;5;123;21
1.23982E+18;2-level apart near the Vltava River;488952620;Petr;Praha 2;50,076409;14,415836;Entire home/apt;5238;2;6;22/04/2025;0,65;34;230;6
1.23991E+18;Apartment - O2 Arena Prague;327232129;Anatolii;Praha 9;50,10283;14,496836;Entire home/apt;2844;1;4;27/04/2025;0,46;1;158;4
1.23995E+18;Red Currant - Prague Apartment;479591680;Aneûka;Praha 1;50,078889;14,424537;Entire home/apt;2605;1;24;21/05/2025;2,67;1;62;24
1.2405E+18;éiûkov Room: City Center Nearby.;196658738;Ines;Praha 3;50,08568;14,454416;Private room;852;1;45;12/06/2025;4,86;25;82;45
1.24059E+18;Cozy Atmos Apartments;599092944;Vadim;Praha 3;50,08537;14,449121;Entire home/apt;2127;1;30;09/06/2025;3,24;4;182;30
1.24062E+18;In the Quiet Hills of Prague 2/1.5;438733;Renata;Praha 6;50,088596;14,371614;Entire home/apt;3120;2;0;NA;0;30;244;0
1.24072E+18;Cosy studio with beautiful view;16607052;Luisa;Praha 5;50,043497;14,398296;Entire home/apt;828;2;26;08/06/2025;2,92;1;30;26
1.24178E+18;2.Samostatn˝ pokoj v rodinnÈm dom?;597624231;Roman;Praha 10;50,073081;14,488931;Private room;1598;1;7;31/05/2025;0,8;2;360;7
1.2418E+18;Kr·sn˝ byt u Karlova mostu;651037226;Hana;Praha 1;50,087403;14,404972;Entire home/apt;4140;2;2;08/12/2024;0,26;1;344;2
